project_id,state,district,project_type,land_area_hectares,affected_families,compensation_status,legal_dispute,approval_stage,possession_status,rehabilitation_progress_pct,stakeholder_responsiveness,historical_dept_performance_score,months_since_initiation,approval_timeline_days,notification_delay,approval_delay,compensation_delay,possession_delay,delay_label
LA-1149,Delhi,New Delhi,Highway,75.05,174,Paid,No,Possession,In Progress,70.3,High,64.99349557372085,5.1,115,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1150,Maharashtra,Aurangabad,Industrial Corridor,61.73,91,Paid,No,Notification,Not Started,38.1,High,87.94415441246886,7.5,87,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1151,Bihar,Gaya,Power Project,35.25,86,Paid,No,Notification,Not Started,25.2,Medium,73.57903654401602,60.0,201,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1152,Maharashtra,Pune,Airport,64.0,86,Partially Paid,No,Notification,Not Started,85.2,High,46.6732248280299,22.6,180,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1153,Uttar Pradesh,Lucknow,Power Project,26.75,47,Pending,Yes,Approval,Not Started,73.2,Low,59.418766883946844,22.3,305,On-Time,Delayed,Delayed,On-Time,Delayed
LA-1154,Rajasthan,Jodhpur,Irrigation,170.62,309,Partially Paid,No,Approval,Not Started,24.1,High,58.81080736194754,16.5,189,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1155,West Bengal,Howrah,Railway,22.0,58,Partially Paid,No,Compensation,Pending,71.0,Low,68.24557229268747,21.6,229,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1156,Maharashtra,Nagpur,Irrigation,50.96,136,Partially Paid,No,Approval,Not Started,32.5,High,78.63174994670199,27.6,164,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1157,Karnataka,Mysuru,Railway,96.69,131,Paid,No,Compensation,In Progress,34.7,High,65.47756338628311,46.1,211,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1158,Tamil Nadu,Coimbatore,Railway,87.89,129,Paid,No,Notification,Not Started,66.0,High,65.03692678194547,55.1,193,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1159,Maharashtra,Nagpur,Power Project,43.3,146,Partially Paid,Yes,Notification,Not Started,33.8,High,31.52668669415951,35.0,358,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1160,Karnataka,Mangaluru,Airport,104.22,257,Paid,No,Compensation,In Progress,49.3,Medium,84.86067221243208,60.0,225,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1161,Gujarat,Vadodara,Industrial Corridor,28.09,132,Paid,Yes,Possession,Completed,74.9,Low,62.48199407028331,12.8,325,Delayed,Delayed,On-Time,Delayed,Delayed
LA-1162,Madhya Pradesh,Bhopal,Power Project,97.45,180,Paid,No,Possession,Pending,67.8,High,68.8796175380349,40.3,216,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1163,Madhya Pradesh,Gwalior,Airport,46.92,135,Partially Paid,No,Possession,In Progress,85.7,Medium,68.84419440937157,27.4,192,On-Time,On-Time,Delayed,Delayed,Delayed
LA-1164,Rajasthan,Jaipur,Highway,25.78,46,Paid,No,Compensation,Pending,79.6,High,53.46157102291872,25.7,182,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1165,Uttar Pradesh,Varanasi,Highway,67.74,151,Partially Paid,No,Compensation,Pending,53.8,High,61.3413838631165,13.8,113,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1166,Bihar,Muzaffarpur,Railway,150.39,259,Paid,Yes,Compensation,In Progress,96.9,Medium,53.34360269796245,20.3,292,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1167,Maharashtra,Nashik,Metro,44.98,144,Pending,No,Compensation,In Progress,87.0,High,85.74994622822528,15.5,111,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1168,Uttar Pradesh,Prayagraj,Irrigation,133.44,259,Paid,No,Notification,Not Started,65.3,Low,31.642204064431468,3.2,249,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1169,Delhi,South Delhi,Irrigation,80.77,233,Partially Paid,No,Compensation,In Progress,52.4,Medium,50.70014814895181,25.3,217,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1170,Madhya Pradesh,Bhopal,Railway,37.01,71,Paid,Yes,Approval,Not Started,84.0,High,60.168952627195324,60.0,315,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1171,Karnataka,Hubballi,Metro,61.92,152,Paid,Yes,Approval,Not Started,72.6,Medium,87.46243573870179,13.4,172,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1172,Delhi,North Delhi,Airport,73.93,106,Pending,No,Compensation,In Progress,59.9,High,75.61724480957227,26.1,174,Delayed,On-Time,Delayed,Delayed,Delayed
LA-1173,Rajasthan,Kota,Highway,22.5,65,Paid,No,Notification,Not Started,54.9,Medium,40.42939569585669,10.1,242,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1174,Uttar Pradesh,Varanasi,Irrigation,60.65,133,Paid,Yes,Approval,Not Started,72.7,Low,63.26735853312259,37.6,318,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1175,Madhya Pradesh,Bhopal,Power Project,26.34,141,Partially Paid,No,Notification,Not Started,85.5,Low,75.81996512392625,47.1,237,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1176,Uttar Pradesh,Kanpur,Metro,142.83,201,Paid,No,Possession,In Progress,82.3,High,95.0,4.0,82,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1177,Karnataka,Bengaluru,Airport,112.45,170,Partially Paid,No,Notification,Not Started,79.1,High,59.903782067287864,18.9,185,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1178,Gujarat,Ahmedabad,Highway,108.1,70,Paid,No,Approval,Not Started,65.3,Medium,47.23342898295369,16.0,260,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1179,West Bengal,Howrah,Power Project,48.0,67,Paid,No,Possession,In Progress,53.2,Low,69.83552403544145,18.5,198,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1180,Uttar Pradesh,Agra,Metro,37.94,104,Pending,Yes,Compensation,In Progress,35.3,Low,64.35071592680586,36.1,348,Delayed,Delayed,Delayed,Delayed,On-Time
LA-1181,Maharashtra,Nashik,Railway,97.94,111,Partially Paid,No,Notification,Not Started,52.8,High,71.94963006782922,18.2,139,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1182,Uttar Pradesh,Prayagraj,Railway,140.49,209,Paid,Yes,Approval,Pending,87.5,Medium,75.35712402256,42.1,269,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1183,West Bengal,Siliguri,Railway,276.62,414,Partially Paid,No,Notification,Not Started,31.2,Low,69.79897538206748,3.1,180,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1184,Bihar,Muzaffarpur,Irrigation,175.39,249,Pending,No,Approval,Pending,75.4,High,72.92295085500969,24.2,172,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1185,Maharashtra,Mumbai,Airport,196.04,442,Partially Paid,Yes,Notification,Not Started,44.1,Low,89.5352747954251,25.7,243,On-Time,Delayed,Delayed,Delayed,On-Time
LA-1186,Karnataka,Bengaluru,Railway,162.42,194,Paid,No,Approval,Pending,61.2,High,60.63412354568901,8.2,153,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1187,Tamil Nadu,Madurai,Irrigation,74.86,143,Paid,No,Possession,Completed,24.6,High,46.63353646686814,56.7,242,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1188,Madhya Pradesh,Gwalior,Industrial Corridor,41.41,138,Paid,Yes,Compensation,In Progress,58.1,High,69.7096362572621,16.8,212,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1189,Rajasthan,Udaipur,Irrigation,11.62,137,Paid,No,Compensation,In Progress,61.2,Medium,45.780004547213295,32.5,274,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1190,Maharashtra,Nashik,Highway,68.53,134,Paid,No,Approval,Not Started,34.3,Low,48.17612370897827,12.6,242,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1191,Uttar Pradesh,Lucknow,Irrigation,157.67,194,Paid,No,Approval,Pending,93.7,Medium,52.66849716727977,10.7,187,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1192,Bihar,Patna,Airport,53.02,91,Pending,No,Possession,Pending,82.5,High,46.238889486874214,35.4,212,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1193,Bihar,Gaya,Power Project,89.4,132,Partially Paid,No,Notification,Not Started,39.7,High,82.52847563013238,11.6,118,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1194,Madhya Pradesh,Bhopal,Irrigation,52.83,163,Paid,Yes,Possession,Pending,30.6,Medium,65.73366647026207,18.6,260,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1195,Maharashtra,Nagpur,Railway,112.03,238,Partially Paid,Yes,Compensation,In Progress,23.3,Medium,75.60183255790935,13.5,234,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1196,Maharashtra,Pune,Highway,67.25,119,Partially Paid,No,Possession,Pending,46.5,Medium,72.65396577387986,34.1,190,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1197,Karnataka,Mangaluru,Metro,5.0,84,Paid,No,Approval,Pending,71.8,High,61.850742023266385,15.7,181,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1198,Bihar,Muzaffarpur,Railway,27.02,167,Paid,Yes,Approval,Pending,54.3,Medium,79.40755782615186,9.0,231,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1199,Bihar,Patna,Highway,128.15,183,Paid,No,Possession,In Progress,22.3,Low,57.76147986933384,27.7,242,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1200,Tamil Nadu,Coimbatore,Industrial Corridor,9.3,51,Partially Paid,No,Possession,In Progress,64.4,Medium,62.48055888010309,53.0,247,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1201,Madhya Pradesh,Gwalior,Metro,86.55,184,Paid,No,Approval,Pending,42.7,Medium,54.382382213671335,37.4,221,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1202,Uttar Pradesh,Agra,Industrial Corridor,126.39,263,Paid,No,Possession,In Progress,57.7,Low,86.00458711061418,38.0,204,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1203,Uttar Pradesh,Lucknow,Power Project,24.68,107,Paid,No,Notification,Not Started,52.2,Medium,63.392971875803944,13.9,170,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1204,Bihar,Muzaffarpur,Highway,158.61,310,Partially Paid,No,Notification,Not Started,47.2,Medium,73.97041610495943,24.5,183,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1205,Madhya Pradesh,Jabalpur,Industrial Corridor,203.62,243,Partially Paid,No,Compensation,In Progress,81.1,Medium,56.2780753555166,16.7,200,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1206,Delhi,North Delhi,Power Project,29.45,65,Paid,No,Compensation,In Progress,75.7,High,77.70529365718184,9.8,114,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1207,Uttar Pradesh,Agra,Highway,51.08,148,Paid,No,Possession,In Progress,79.5,Medium,76.59204635147414,28.1,182,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1208,Karnataka,Mysuru,Highway,93.23,119,Partially Paid,Yes,Approval,Not Started,67.3,Low,40.61780474557479,26.1,359,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1209,Delhi,North Delhi,Industrial Corridor,223.55,379,Pending,No,Notification,Not Started,29.1,High,65.06187640574271,19.7,181,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1210,Uttar Pradesh,Kanpur,Highway,61.4,130,Pending,No,Compensation,Pending,66.0,Low,66.75350799944464,44.7,269,Delayed,Delayed,On-Time,On-Time,Delayed
LA-1211,Rajasthan,Udaipur,Railway,137.81,216,Pending,No,Approval,Not Started,87.1,Medium,60.504179080834824,6.3,197,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1212,Karnataka,Hubballi,Highway,87.86,170,Paid,No,Approval,Not Started,80.0,High,85.77065501420644,31.5,129,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1213,Karnataka,Hubballi,Airport,50.9,44,Paid,No,Compensation,In Progress,64.5,Medium,46.74129316361433,28.5,245,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1214,Uttar Pradesh,Prayagraj,Power Project,15.64,121,Partially Paid,No,Notification,Not Started,79.4,High,58.275759703817386,4.8,185,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1215,Karnataka,Mangaluru,Highway,44.32,71,Paid,No,Compensation,Pending,76.6,Low,52.25993227902237,27.9,255,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1216,Maharashtra,Nagpur,Airport,44.41,149,Paid,Yes,Approval,Pending,82.0,Medium,80.4488221551825,6.0,216,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1217,Maharashtra,Pune,Highway,250.29,292,Paid,No,Compensation,Pending,63.4,Low,49.570791188519486,16.0,248,Delayed,On-Time,On-Time,Delayed,On-Time
LA-1218,Karnataka,Mysuru,Highway,148.64,189,Paid,No,Compensation,In Progress,76.5,Medium,37.51126601453302,17.4,239,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1219,Madhya Pradesh,Bhopal,Industrial Corridor,60.72,137,Paid,No,Notification,Not Started,29.5,Medium,71.47077677600784,13.1,192,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1220,Bihar,Muzaffarpur,Railway,90.99,210,Pending,Yes,Approval,Not Started,76.4,Low,62.91242305971349,12.5,279,Delayed,On-Time,Delayed,Delayed,Delayed
LA-1221,Karnataka,Mangaluru,Power Project,48.52,115,Paid,No,Approval,Pending,53.5,High,80.60524431009857,13.3,140,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1222,Madhya Pradesh,Gwalior,Railway,183.96,288,Paid,No,Notification,Not Started,49.3,Medium,77.18515093580652,23.3,186,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1223,Uttar Pradesh,Kanpur,Metro,49.25,126,Paid,Yes,Compensation,In Progress,42.1,High,64.36275261696753,41.1,267,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1224,Gujarat,Surat,Industrial Corridor,44.54,63,Pending,No,Possession,In Progress,48.7,Low,43.35232596299643,29.8,270,On-Time,Delayed,Delayed,On-Time,Delayed
LA-1225,Maharashtra,Pune,Industrial Corridor,85.19,148,Partially Paid,No,Compensation,In Progress,41.3,Medium,47.02846521808364,33.8,246,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1226,Maharashtra,Mumbai,Railway,24.26,72,Paid,No,Compensation,Pending,78.7,Low,38.402136317303565,51.0,343,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1227,West Bengal,Kolkata,Irrigation,71.21,118,Paid,No,Approval,Not Started,90.9,Low,62.92607759074201,45.2,283,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1228,Gujarat,Ahmedabad,Industrial Corridor,50.27,156,Partially Paid,Yes,Approval,Not Started,72.2,High,55.11945941293409,33.2,291,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1229,Bihar,Gaya,Railway,115.68,246,Paid,No,Possession,Completed,31.1,High,62.289208765911944,7.6,145,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1230,Madhya Pradesh,Gwalior,Industrial Corridor,192.06,338,Pending,Yes,Possession,Pending,71.2,Medium,67.60346263258454,15.7,254,Delayed,Delayed,Delayed,Delayed,Delayed
LA-1231,Tamil Nadu,Chennai,Highway,82.26,165,Partially Paid,No,Compensation,In Progress,51.8,Medium,93.4745106554345,4.3,122,Delayed,On-Time,Delayed,On-Time,On-Time
LA-1232,Rajasthan,Kota,Railway,91.51,146,Paid,No,Approval,Not Started,26.6,High,73.71301039132639,7.2,119,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1233,Madhya Pradesh,Bhopal,Railway,130.42,147,Pending,No,Possession,Completed,61.5,High,66.07005672542579,17.0,170,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1234,Rajasthan,Udaipur,Airport,18.4,78,Paid,Yes,Notification,Not Started,78.3,Medium,41.52804828687991,22.5,319,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1235,Uttar Pradesh,Varanasi,Industrial Corridor,56.38,56,Paid,No,Possession,In Progress,44.0,High,65.39317319452392,41.4,212,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1236,Karnataka,Bengaluru,Industrial Corridor,137.31,176,Paid,No,Possession,In Progress,69.8,Low,78.22762237691997,34.3,187,Delayed,On-Time,Delayed,On-Time,On-Time
LA-1237,Maharashtra,Aurangabad,Railway,174.01,306,Pending,No,Notification,Not Started,48.0,Low,70.8625896228411,48.5,239,Delayed,Delayed,On-Time,On-Time,Delayed
LA-1238,Delhi,New Delhi,Highway,130.55,179,Paid,No,Possession,In Progress,71.9,Medium,49.2820849152592,9.9,200,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1239,Madhya Pradesh,Indore,Highway,208.55,75,Paid,No,Possession,In Progress,76.1,High,59.35325680638826,47.4,221,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1240,Uttar Pradesh,Kanpur,Power Project,46.25,53,Paid,Yes,Possession,Completed,58.3,High,66.10059397002003,29.3,239,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1241,West Bengal,Kolkata,Highway,166.97,251,Pending,Yes,Compensation,In Progress,28.1,Medium,58.87830731466587,37.7,347,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1242,West Bengal,Howrah,Industrial Corridor,81.8,157,Paid,Yes,Approval,Pending,77.8,Low,55.74341103693242,24.9,296,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1243,Bihar,Patna,Irrigation,14.07,77,Paid,No,Compensation,In Progress,80.1,High,32.79197310415312,28.9,258,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1244,Gujarat,Surat,Airport,110.94,254,Partially Paid,No,Approval,Pending,86.8,High,53.477281529955754,22.1,211,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1245,Delhi,South Delhi,Railway,69.43,168,Partially Paid,No,Approval,Not Started,43.8,High,68.76713529975052,18.0,159,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1246,West Bengal,Durgapur,Metro,279.19,604,Pending,No,Approval,Pending,75.5,Medium,78.12673934816732,23.1,162,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1247,Gujarat,Rajkot,Airport,98.99,170,Paid,No,Compensation,Pending,92.6,Medium,66.14238515369375,28.1,199,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1248,West Bengal,Howrah,Irrigation,60.3,135,Pending,No,Notification,Not Started,47.1,High,80.89173259139025,58.3,202,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1249,West Bengal,Howrah,Metro,89.84,127,Paid,No,Approval,Pending,38.8,Medium,63.821459787668104,13.3,150,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1250,Bihar,Bhagalpur,Airport,57.91,132,Paid,No,Notification,Not Started,65.7,Medium,51.83408997015647,13.6,194,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1251,Maharashtra,Nashik,Highway,32.15,98,Pending,Yes,Compensation,In Progress,69.4,Medium,57.889861131451525,16.1,263,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1252,Gujarat,Surat,Industrial Corridor,84.43,213,Partially Paid,No,Compensation,In Progress,46.2,Medium,72.48520538169686,50.1,231,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1253,Bihar,Bhagalpur,Irrigation,43.68,117,Partially Paid,Yes,Notification,Not Started,83.7,Low,60.97878336671753,41.6,357,Delayed,Delayed,On-Time,On-Time,Delayed
LA-1254,Maharashtra,Nagpur,Metro,146.98,283,Pending,No,Possession,In Progress,64.1,Medium,55.362539677110895,25.5,257,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1255,Uttar Pradesh,Prayagraj,Irrigation,281.67,315,Partially Paid,No,Notification,Not Started,64.4,Medium,41.636916427755764,20.2,200,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1256,Madhya Pradesh,Gwalior,Airport,62.64,165,Paid,Yes,Compensation,In Progress,2.8,Low,51.602363285111565,10.3,287,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1257,West Bengal,Siliguri,Industrial Corridor,214.75,422,Pending,No,Possession,Completed,56.6,Low,59.04380839685774,6.4,205,Delayed,Delayed,Delayed,On-Time,Delayed
LA-1258,Karnataka,Mysuru,Irrigation,20.91,33,Paid,Yes,Possession,Completed,54.2,High,56.28040397069431,18.2,261,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1259,Madhya Pradesh,Indore,Metro,156.81,340,Partially Paid,No,Notification,Not Started,40.8,High,50.38101041668944,9.6,189,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1260,Uttar Pradesh,Kanpur,Railway,98.57,150,Paid,No,Possession,Completed,84.8,Low,88.36065498146365,40.2,180,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1261,Madhya Pradesh,Indore,Airport,118.78,178,Paid,No,Possession,Pending,68.4,High,74.00601423936658,24.3,156,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1262,West Bengal,Kolkata,Railway,177.44,248,Partially Paid,No,Compensation,Pending,76.0,Low,95.0,21.2,111,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1263,Uttar Pradesh,Prayagraj,Highway,105.24,198,Paid,No,Compensation,In Progress,60.2,High,40.92189323184405,8.5,197,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1264,Rajasthan,Udaipur,Railway,22.84,25,Partially Paid,No,Notification,Not Started,53.4,Low,69.69715588306532,16.2,204,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1265,Bihar,Gaya,Railway,133.7,169,Pending,No,Compensation,In Progress,70.0,Medium,58.4808663641851,21.6,203,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1266,Karnataka,Mangaluru,Power Project,117.58,283,Paid,No,Approval,Not Started,38.4,Medium,65.29479502772811,50.4,227,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1267,Karnataka,Hubballi,Airport,65.55,85,Partially Paid,Yes,Possession,In Progress,73.5,High,92.76160469018023,22.5,181,Delayed,On-Time,Delayed,Delayed,Delayed
LA-1268,Karnataka,Bengaluru,Highway,74.03,158,Pending,No,Approval,Not Started,68.7,Low,38.90760700322623,30.4,294,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1269,Gujarat,Vadodara,Railway,140.67,179,Partially Paid,No,Compensation,Pending,42.3,High,56.409287546521995,12.5,199,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1270,Maharashtra,Nashik,Industrial Corridor,95.81,78,Partially Paid,No,Notification,Not Started,36.8,High,53.77806682090316,19.4,156,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1271,Tamil Nadu,Salem,Metro,61.01,104,Paid,No,Notification,Not Started,67.5,High,56.44934011374485,7.4,153,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1272,Tamil Nadu,Madurai,Railway,89.95,102,Paid,Yes,Notification,Not Started,42.7,Low,33.33978728617379,45.2,365,Delayed,Delayed,On-Time,Delayed,Delayed
LA-1273,Bihar,Patna,Highway,34.63,144,Paid,No,Notification,Not Started,73.7,Medium,84.2805524155659,39.1,179,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1274,Bihar,Muzaffarpur,Railway,44.73,118,Paid,Yes,Compensation,In Progress,54.5,Medium,84.8764408415723,57.2,284,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1275,Rajasthan,Kota,Metro,82.01,154,Partially Paid,No,Possession,In Progress,82.7,Medium,73.72821949364061,21.5,163,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1276,Rajasthan,Jodhpur,Highway,78.89,109,Paid,No,Compensation,Pending,50.0,Low,44.92435197746347,4.4,253,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1277,Tamil Nadu,Coimbatore,Airport,95.15,217,Pending,Yes,Compensation,In Progress,76.7,Medium,69.16461991301635,20.0,213,On-Time,Delayed,Delayed,On-Time,Delayed
LA-1278,Madhya Pradesh,Indore,Highway,80.95,139,Pending,No,Compensation,In Progress,31.1,Medium,77.98977999443294,12.7,133,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1279,Karnataka,Bengaluru,Airport,28.2,77,Paid,No,Approval,Not Started,37.1,Medium,70.82573265357792,24.2,224,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1280,Tamil Nadu,Chennai,Highway,212.76,168,Paid,No,Approval,Not Started,17.5,Medium,64.25958999935233,22.2,170,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1281,Bihar,Gaya,Irrigation,172.56,260,Partially Paid,No,Approval,Pending,47.0,High,86.15870598159836,18.2,98,Delayed,On-Time,Delayed,Delayed,On-Time
LA-1282,Maharashtra,Aurangabad,Metro,107.51,125,Partially Paid,No,Compensation,In Progress,51.1,High,54.36290185048557,12.2,154,On-Time,Delayed,Delayed,On-Time,On-Time
